ticker,exchange,assetType,priceCurrency,startDate,endDate
KLOC,PINK,Stock,USD,2017-10-19,2021-07-12
KLOVF,PINK,Stock,USD,,
KLPEF,PINK,Stock,USD,2007-11-06,2021-07-12
KLR,NYSE MKT,Stock,USD,2018-01-17,2021-07-12
KLR,NYSE,Stock,USD,2004-07-26,2017-07-14
KLR-WS,NYSE MKT,Stock,USD,2018-01-17,2021-07-12
KLRE,NASDAQ,Stock,USD,2016-03-31,2017-04-27
KLREU,NASDAQ,Stock,USD,2016-03-11,2017-04-25
KLREW,NASDAQ,Stock,USD,2016-03-29,2017-04-27
KLRGF,PINK,Stock,USD,2007-07-26,2021-07-12
KLSVF,PINK,Stock,USD,2007-07-13,2021-07-12
KLTHF,PINK,Stock,USD,2020-08-03,2021-07-12
KLTI,PINK,Stock,USD,2009-12-04,2021-07-12
KLTR,NASDAQ,Stock,USD,,
KLU,,Stock,USD,,
KLUCQ,,Stock,USD,,
KLWA,OTCGREY,Stock,USD,2014-12-02,2020-09-16
KLWTL,OTCGREY,Stock,USD,,
KLXE,NASDAQ,Stock,USD,2018-09-17,2021-07-12
KLXEV,NASDAQ,Stock,USD,2018-08-29,2018-09-14
KLXI,NASDAQ,Stock,USD,2014-12-03,2018-10-09
KLXIV,NASDAQ,Stock,USD,2018-08-29,2018-09-14
KLYCY,PINK,Stock,USD,2012-03-29,2021-07-12
KLYG,PINK,Stock,USD,2008-04-03,2021-07-12
KM,,Stock,USD,,
KMA,NYSE,Stock,USD,,
KMAAF,PINK,Stock,USD,2017-11-16,2021-07-12
KMADF,OTCGREY,Stock,USD,,
KMAG,OTCCE,Stock,USD,2008-10-27,2021-07-12
KMAGQ,,Stock,USD,,
KMB,NYSE,Stock,USD,1984-12-17,2021-07-12
KMBC,NASDAQ,Stock,USD,,
KMBIF,OTCMKTS,Stock,USD,2019-04-09,2021-07-12
KMCCP,PINK,Stock,USD,2017-12-12,2017-12-19
KMCIX,NMFQS,Mutual Fund,USD,2007-12-31,2016-02-01
KMCVX,NMFQS,Mutual Fund,USD,2005-08-16,2016-02-01
KMDA,NASDAQ,Stock,USD,2013-05-31,2021-07-12
KMDAX,NMFQS,Mutual Fund,USD,2008-02-14,2021-07-12
KMDCX,NMFQS,Mutual Fund,USD,2008-02-14,2021-07-12
KMDIX,NMFQS,Mutual Fund,USD,2011-10-04,2021-07-12
KMDNX,NMFQS,Mutual Fund,USD,2008-02-14,2021-07-12
KMDRF,PINK,Stock,USD,,
KMDVX,NMFQS,Mutual Fund,USD,2011-10-04,2021-07-12
KMDYX,NMFQS,Mutual Fund,USD,2008-02-14,2021-07-12
KME,NYSE ARCA,ETF,USD,2009-06-02,2015-03-26
KME1,NYSE,Stock,USD,,
KMED,NYSE ARCA,ETF,USD,2018-08-30,2021-07-12
KMEDQ,NYSE,Stock,USD,,
KMERF,PINK,Stock,USD,2009-04-15,2021-07-12
KMF,NYSE,ETF,USD,2010-11-24,2021-07-12
KMFI,PINK,Stock,USD,1995-03-28,2021-07-12
KMG,NYSE,Stock,USD,1997-01-28,2018-12-14
KMG1,,Stock,USD,,
KMGGF,OTCBB,Stock,USD,2014-08-26,2017-09-18
KMGH,PINK,Stock,USD,2010-06-04,2021-07-12
KMGIF,PINK,Stock,USD,2007-07-16,2021-07-12
KMGLF,PINK,Stock,USD,2007-07-19,2021-07-12
KMHLF,OTCGREY,Stock,USD,,
KMI,NYSE,Stock,USD,2011-02-11,2021-07-12
KMI-P-A,NYSE,Stock,USD,2015-11-04,2018-10-26
KMI-WS,NYSE,Stock,USD,2011-02-11,2017-05-19
KMI1,NYSE,Stock,USD,,
KMKAX,NMFQS,Mutual Fund,USD,2006-02-02,2021-07-12
KMKCX,NMFQS,Mutual Fund,USD,2007-02-16,2021-07-12
KMKNX,NMFQS,Mutual Fund,USD,2006-02-02,2021-07-12
KMKYX,NMFQS,Mutual Fund,USD,2008-05-19,2021-07-12
KMLCF,NYSE,Stock,USD,,
KMLGF,PINK,Stock,USD,2018-03-20,2019-12-13
KMLM,NYSE ARCA,ETF,USD,2020-12-02,2021-07-12
KMLXF,PINK,Stock,USD,2016-02-08,2021-07-12
KMM,NYSE,ETF,USD,1989-01-23,2018-12-14
KMMIF,PINK,Stock,USD,,
KMMN,NYSE,Stock,USD,,
KMMPF,OTCGREY,Stock,USD,2017-10-10,2021-07-09
KMMTF,OTCMKTS,Stock,USD,2017-12-01,2017-12-01
KMMXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KMNCF,PINK,Stock,USD,2009-07-14,2021-07-12
KMNNF,PINK,Stock,USD,,
KMP,NYSE,Stock,USD,1992-07-30,2014-12-04
KMPA,NYSE,Stock,USD,2014-09-22,2019-08-19
KMPH,NASDAQ,Stock,USD,2021-01-08,2021-07-12
KMPH,OTCQB,Stock,USD,2015-04-16,2021-01-07
KMPR,NYSE,Stock,USD,1991-09-18,2021-07-12
KMR,NYSE,Stock,USD,2001-05-16,2014-12-04
KMRCF,PINK,Stock,USD,2017-10-02,2021-07-12
KMRIF,OTCGREY,Stock,USD,,
KMRPF,OTCGREY,Stock,USD,2017-10-12,2021-07-12
KMRSF,OTCGREY,Stock,USD,,
KMSHF,PINK,Stock,USD,,
KMSTF,PINK,Stock,USD,2021-01-27,2021-07-12
KMSWF,PINK,Stock,USD,2009-11-03,2021-07-12
KMT,NYSE,Stock,USD,1987-11-05,2021-07-12
KMTUF,PINK,Stock,USD,2007-07-13,2021-07-12
KMTUY,PINK,Stock,USD,2007-07-13,2021-07-12
KMUXF,PINK,Stock,USD,2021-02-10,2021-07-12
KMVAX,NMFQS,Mutual Fund,USD,1998-12-31,2021-07-12
KMWE,PINK,Stock,USD,2017-10-06,2021-07-12
KMX,NYSE,Stock,USD,1997-02-04,2021-07-12
KN,NYSE,Stock,USD,2014-02-14,2021-07-12
KNAB,NYSE ARCA,ETF,USD,2019-04-03,2020-12-17
KNAMF,PINK,Stock,USD,2017-10-05,2021-07-12
KNAN,NASDAQ,Stock,USD,,
KNAP,NASDAQ,Stock,USD,,
KNBA,PINK,Stock,USD,1997-10-20,2021-07-12
KNBDF,OTCMKTS,Stock,USD,2009-01-08,2019-02-11
KNBE,NASDAQ,Stock,USD,2021-04-22,2021-07-12
KNBHF,PINK,Stock,USD,2019-03-25,2021-07-12
KNBIF,OTCQB,Stock,USD,2017-05-16,2021-07-12
KNBT,NASDAQ,Stock,USD,,
KNBWF,PINK,Stock,USD,2007-07-17,2021-07-12
KNBWY,PINK,Stock,USD,2007-07-13,2021-07-12
KNCAF,PINK,Stock,USD,2017-10-11,2021-07-12
KNCAY,PINK,Stock,USD,2009-05-12,2021-07-12
KNCNF,PINK,Stock,USD,,
KNCQF,OTCMKTS,Stock,USD,2015-08-27,2020-07-30
KNCRF,OTCGREY,Stock,USD,2007-07-16,2021-07-12
KNCRY,PINK,Stock,USD,2017-09-22,2021-07-12
KND,NYSE,Stock,USD,2001-05-01,2018-07-02
KNDEF,OTCGREY,Stock,USD,2003-07-31,2019-02-13
KNDEF,PINK,Stock,USD,,
KNDGF,PINK,Stock,USD,2020-08-27,2021-07-12
KNDI,NASDAQ,Stock,USD,2007-09-04,2021-07-12
KNDL,NASDAQ,Stock,USD,1997-08-22,2011-07-22
KNDRF,OTCMKTS,Stock,USD,2017-09-19,2019-07-16
KNDXF,OTCMKTS,Stock,USD,2017-10-05,2018-05-15
KNDXY,PINK,Stock,USD,2013-01-30,2020-05-15
KNDYF,PINK,Stock,USD,2017-04-07,2021-07-12
KNEOF,OTCQB,Stock,USD,2020-07-15,2021-07-12
KNEVF,PINK,Stock,USD,2021-05-27,2021-06-21
KNFHF,OTCGREY,Stock,USD,2017-10-02,2021-07-12
KNFSF,OTCGREY,Stock,USD,2018-03-09,2021-07-12
KNFWW,PINK,Stock,USD,2019-06-28,2019-07-10
KNG,BATS,ETF,USD,2018-03-27,2021-07-12
KNGAX,NMFQS,Mutual Fund,USD,2018-01-02,2021-07-12
KNGCX,NMFQS,Mutual Fund,USD,2018-01-02,2021-07-12
KNGIX,NMFQS,Mutual Fund,USD,2018-01-02,2021-07-12
KNGLX,NMFQS,Mutual Fund,USD,2018-01-02,2021-07-12
KNGPF,OTCGREY,Stock,USD,2020-02-10,2021-04-05
KNGS,BATS,ETF,USD,2020-12-30,2021-07-12
KNGTF,OTCMKTS,Stock,USD,2017-02-14,2018-08-09
KNGW,PINK,Stock,USD,,
KNGYX,NMFQS,Mutual Fund,USD,2018-09-04,2021-07-12
KNIT,PINK,Stock,USD,2001-01-02,2021-07-12
KNKBF,OTCGREY,Stock,USD,,
KNKT,PINK,Stock,USD,2009-10-09,2021-07-12
KNKZF,OTCGREY,Stock,USD,2009-05-13,2021-07-09
KNL,NYSE,Stock,USD,2004-12-14,2021-07-12
KNL1,,Stock,USD,,
KNM,NYSE,Stock,USD,2002-10-01,2015-04-23
KNMCY,PINK,Stock,USD,2015-04-24,2021-01-28
KNMOF,PINK,Stock,USD,,
KNMOF,OTCGREY,Stock,USD,,
KNMUF,OTCGREY,Stock,USD,,
KNMX,,Stock,USD,,
KNNAF,OTCGREY,Stock,USD,2020-09-03,2020-11-17
KNNCF,PINK,Stock,USD,,
KNNGF,OTCGREY,Stock,USD,2018-05-31,2021-07-12
KNNNF,PINK,Stock,USD,2019-12-20,2021-07-12
KNOFF,OTCGREY,Stock,USD,2019-01-23,2021-01-20
KNOL,NASDAQ,Stock,USD,2003-12-18,2012-08-03
KNOP,NYSE,Stock,USD,2013-04-10,2021-07-12
KNOS,PINK,Stock,USD,2000-05-04,2021-07-12
KNOW,NYSE ARCA,ETF,USD,2011-12-08,2020-10-16
KNPAX,NMFQS,Mutual Fund,USD,2001-04-26,2021-07-12
KNPCX,NMFQS,Mutual Fund,USD,2002-06-28,2021-07-12
KNPRF,OTCMKTS,Stock,USD,2017-09-25,2018-07-31
KNPYX,NMFQS,Mutual Fund,USD,2005-05-27,2021-07-12
KNRLF,OTCQB,Stock,USD,2009-11-23,2021-07-12
KNRRY,PINK,Stock,USD,2019-01-25,2021-07-12
KNSA,NASDAQ,Stock,USD,2018-05-24,2021-07-12
KNSL,NASDAQ,Stock,USD,2016-07-28,2021-07-12
KNSY,NASDAQ,Stock,USD,2012-04-26,2012-07-09
KNT,,Stock,USD,,
KNTA,NASDAQ,Stock,USD,,
KNTAX,NMFQS,Mutual Fund,USD,1985-12-31,2021-07-12
KNTBX,NMFQS,Mutual Fund,USD,1994-05-31,2017-01-20
KNTCX,NMFQS,Mutual Fund,USD,1994-05-31,2021-07-12
KNTE,NASDAQ,Stock,USD,2020-12-03,2021-07-12
KNTH,NASDAQ,Stock,USD,,
KNTK,NASDAQ,Stock,USD,,
KNTNF,OTCQX,Stock,USD,2016-05-26,2021-07-12
KNTPF,PINK,Stock,USD,2020-12-11,2021-07-12
KNTTF,PINK,Stock,USD,,
KNTTX,NMFQS,Mutual Fund,USD,,
KNVKF,PINK,Stock,USD,2016-08-16,2021-06-09
KNVKF,OTCGREY,Stock,USD,2010-03-23,2020-09-01
KNVS,NASDAQ,Stock,USD,,
KNWN,OTCQB,Stock,USD,2006-04-18,2021-07-12
KNX,NYSE,Stock,USD,1994-10-25,2021-07-12
KNX1,,Stock,USD,,
KNXA,NYSE,Stock,USD,2005-06-24,2013-10-17
KNYJF,PINK,Stock,USD,2007-07-27,2021-07-12
KNYJY,PINK,Stock,USD,2010-07-26,2021-07-12
KO,NYSE,Stock,USD,1962-01-02,2021-07-12
KO-21C,NYSE,Stock,USD,,
KO-22B,NYSE,Stock,USD,,
KO-26C,NYSE,Stock,USD,,
KO-31,NYSE,Stock,USD,,
KOAN,OTCQB,Stock,USD,2007-09-19,2021-07-12
KOAN,OTCQB,Stock,USD,2014-02-19,2019-12-16
KOCT,BATS,ETF,USD,2019-10-01,2021-07-12
KOD,NASDAQ,Stock,USD,2018-10-04,2021-07-12
KODK,NYSE,Stock,USD,2013-09-23,2021-07-12
KODK-WS,NYSE,Stock,USD,2013-09-23,2018-08-28
KODK-WS-A,NYSE,Stock,USD,2013-09-23,2018-08-28
KOEBF,PINK,Stock,USD,2007-12-21,2019-11-15
KOF,NYSE,Stock,USD,1993-09-14,2021-07-12
KOF-30,NYSE,Stock,USD,,
KOFX,NASDAQ,Stock,USD,,
KOG,NYSE,Stock,USD,2004-09-01,2014-12-09
KOGL,PINK,Stock,USD,2000-07-10,2021-07-12
KOGMF,PINK,Stock,USD,2009-05-12,2021-07-12
KOIN,NYSE ARCA,ETF,USD,2018-01-30,2021-07-12
KOJAF,OTCGREY,Stock,USD,2020-10-01,2021-07-12
KOKU,NYSE ARCA,ETF,USD,2020-04-08,2021-07-12
KOL,NYSE ARCA,ETF,USD,2008-01-15,2020-12-23
KOL1,NYSE,Stock,USD,,
KOLD,NYSE ARCA,ETF,USD,2011-10-06,2021-07-12
KOLR,OTCCE,Stock,USD,1998-07-06,2021-07-12
KOMBY,OTCGREY,Stock,USD,,
KOMG,NASDAQ,Stock,USD,,
KOMOF,PINK,Stock,USD,2020-01-13,2021-07-12
KOMOF,OTCGREY,Stock,USD,,
KOMP,NYSE ARCA,ETF,USD,2018-10-23,2021-07-12
KONA,PINK,Stock,USD,2005-08-16,2021-07-12
KONAQ,NASDAQ,Stock,USD,,
KONE,NASDAQ,Stock,USD,2010-05-14,2018-09-12
KONEF,PINK,Stock,USD,2021-06-08,2021-07-12
KONGF,PINK,Stock,USD,2018-11-13,2018-11-19
KONMY,PINK,Stock,USD,2021-03-03,2021-07-12
KOOLW,OTCGREY,Stock,USD,2018-12-31,2018-12-31
KOOP,NASDAQ,Stock,USD,,
KOOYF,PINK,Stock,USD,2007-10-29,2021-07-12
KOP,NYSE,Stock,USD,2006-02-01,2021-07-12
KOPN,NASDAQ,Stock,USD,1992-04-15,2021-07-12
KOR,NYSE ARCA,ETF,USD,2016-09-29,2018-10-01
KOR,NASDAQ,Stock,USD,2016-01-04,2021-07-12
KOREA,,Stock,USD,,
KOREF,OTCQX,Stock,USD,2000-06-14,2021-07-12
KORP,NYSE ARCA,ETF,USD,2018-01-16,2021-07-12
KORU,NYSE ARCA,ETF,USD,2013-04-10,2021-07-12
KORZ,NYSE ARCA,ETF,USD,2013-05-01,2014-10-01
KOS,NYSE,Stock,USD,2011-05-11,2021-07-12
KOSCF,OTCGREY,Stock,USD,2005-01-26,2021-07-12
KOSK,PINK,Stock,USD,2008-10-30,2021-07-12
KOSN,NASDAQ,Stock,USD,2000-10-05,2009-07-06
KOSP,,Stock,USD,,
KOSS,NASDAQ,Stock,USD,1992-02-25,2021-07-12
KOTFY,OTCGREY,Stock,USD,,
KOTMF,PINK,Stock,USD,2018-05-31,2021-07-12
KOTMY,PINK,Stock,USD,2017-09-28,2021-07-12
KOTRF,PINK,Stock,USD,2007-07-13,2017-09-14
KOVR,OTCCE,Stock,USD,2001-01-02,2021-07-12
KOYJF,OTCGREY,Stock,USD,2004-09-22,2021-07-12
KOYWF,OTCGREY,Stock,USD,2018-10-30,2021-04-21
KOZAY,PINK,Stock,USD,2011-11-29,2021-07-12
KOZZF,PINK,Stock,USD,2018-10-24,2021-07-12
KP,NYSE,Stock,USD,,
KPA,NYSE,Stock,USD,,
KPAAX,NMFQS,Mutual Fund,USD,1992-07-22,2019-01-07
KPAY,PINK,Stock,USD,2013-02-26,2021-07-12
KPCM,PINK,Stock,USD,1996-10-02,2021-07-12
KPCPF,PINK,Stock,USD,2007-07-13,2021-07-12
KPCPY,PINK,Stock,USD,2011-08-01,2021-07-12
KPCTF,PINK,Stock,USD,,
KPCUF,PINK,Stock,USD,2007-08-16,2021-07-12
KPDCF,OTCGREY,Stock,USD,2019-10-21,2021-07-12
KPELF,PINK,Stock,USD,2007-07-20,2021-07-12
KPELY,PINK,Stock,USD,2007-07-13,2021-07-12
KPFIX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPFS,NASDAQ,Stock,USD,2018-10-04,2019-07-08
KPFSY,PINK,Stock,USD,2018-10-04,2019-09-27
KPG,NYSE,Stock,USD,,
KPGHF,PINK,Stock,USD,,
KPHWF,PINK,Stock,USD,2020-12-29,2021-07-12
KPI,,Stock,USD,,
KPIEX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPIFF,PINK,Stock,USD,2007-02-23,2021-07-12
KPJHF,PINK,Stock,USD,2021-01-07,2021-07-12
KPLCX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPLIF,OTCGREY,Stock,USD,2000-05-08,2021-07-12
KPLLF,OTCMKTS,Stock,USD,2018-01-18,2019-04-03
KPLLF,PINK,Stock,USD,,
KPLT,NASDAQ,Stock,USD,2019-12-30,2021-07-12
KPLTW,NASDAQ,Stock,USD,2019-12-27,2021-07-12
KPLUF,OTCMKTS,Stock,USD,2008-06-12,2021-07-12
KPLUY,OTCQX,Stock,USD,2016-01-04,2021-07-12
KPOC,PINK,Stock,USD,2010-10-22,2021-07-12
KPOEF,PINK,Stock,USD,,
KPP,NYSE,Stock,USD,,
KPRAX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRBX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRCX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRDX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPREX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRGX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRHX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRIX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRJX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPRKX,NMFQS,Mutual Fund,USD,2019-05-24,2020-12-15
KPSCX,NMFQS,Mutual Fund,USD,2015-01-02,2020-12-15
KPSGF,PINK,Stock,USD,,
KPSHF,OTCGREY,Stock,USD,2018-06-06,2021-07-12
KPT,NYSE,Stock,USD,,
KPTCY,PINK,Stock,USD,2021-03-17,2021-07-12
KPTI,NASDAQ,Stock,USD,2013-11-06,2021-07-12
KPTSF,OTCGREY,Stock,USD,2015-11-30,2021-07-12
KPTTY,OTCGREY,Stock,USD,,
KPZIF,OTCQB,Stock,USD,2015-03-03,2021-07-12
KR,NYSE,Stock,USD,1977-01-03,2021-07-12
KRA,NYSE,Stock,USD,2009-12-17,2021-07-12
KRANF,OTCGREY,ETF,USD,2020-01-06,2021-07-12
KRAT,NASDAQ,Stock,USD,,
KRB,,Stock,USD,,
KRBF,PINK,Stock,USD,2017-07-31,2021-07-12
KRBN,NYSE ARCA,ETF,USD,2020-07-30,2021-07-12
KRBOF,PINK,Stock,USD,,
KRBP,NASDAQ,Stock,USD,2020-10-16,2021-07-12
KRC,NYSE,Stock,USD,1997-01-30,2021-07-12
KRC-P-H,NYSE,Stock,USD,1997-01-29,2017-08-14
KRCAX,NMFQS,Mutual Fund,USD,,
KRCCX,NMFQS,Mutual Fund,USD,,
KRCLF,PINK,Stock,USD,,
KRCLF,PINK,Stock,USD,2018-12-04,2018-12-04
KRCTX,NMFQS,Mutual Fund,USD,2017-11-22,2019-04-03
KRDXF,OTCGREY,Stock,USD,2017-12-14,2021-07-12
KRE,NYSE ARCA,ETF,USD,2006-06-22,2021-07-12
KRE1,NYSE,Stock,USD,,
KREAX,NMFQS,Mutual Fund,USD,2003-01-02,2018-08-13
KRECX,NMFQS,Mutual Fund,USD,2003-01-02,2018-08-13
KRED,PINK,Stock,USD,2013-10-16,2021-07-12
KREDX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KREF,NYSE,Stock,USD,2017-05-05,2021-07-12
KREF-P-A,NYSE,Stock,USD,2021-04-26,2021-07-12
KREFP,PINK,Stock,USD,2021-04-12,2021-04-23
KREN,NASDAQ,Stock,USD,,
KREVF,PINK,Stock,USD,2007-07-27,2021-07-12
KRFG,PINK,Stock,USD,2017-09-22,2021-07-12
KRFT,NASDAQ,Stock,USD,2012-09-17,2015-07-10
KRG,NYSE,Stock,USD,2004-08-11,2021-07-12
KRHC1,,Stock,USD,,
KRI,NYSE,Stock,USD,,
KRIDF,OTCGREY,Stock,USD,,
KRIUF,PINK,Stock,USD,2007-07-24,2021-07-12
KRKKF,PINK,Stock,USD,2018-01-29,2021-07-12
KRKNF,OTCQB,Stock,USD,2015-12-02,2021-07-12
KRKR,NASDAQ,Stock,USD,2019-11-08,2021-07-12
KRLTF,OTCGREY,Stock,USD,2011-03-09,2021-07-12
KRMA,NASDAQ,ETF,USD,2016-07-12,2021-07-12
KRMCF,PINK,Stock,USD,2019-12-11,2021-07-12
KRMD,NASDAQ,Stock,USD,1996-03-20,2021-07-12
KRMDF,OTCGREY,Stock,USD,2020-11-12,2021-07-12
KRMEF,OTCMKTS,Stock,USD,2017-10-03,2019-10-04
KRMMF,PINK,Stock,USD,,
KRNGF,PINK,Stock,USD,2007-08-02,2021-07-12
KRNGY,OTCGREY,Stock,USD,2018-09-27,2021-07-12
KRNIF,OTCGREY,ETF,USD,2021-01-13,2021-07-12
KRNL,NASDAQ,Stock,USD,2021-04-01,2021-07-12
KRNLF,OTCGREY,Stock,USD,2009-03-23,2018-04-26
KRNLU,NASDAQ,Stock,USD,2021-02-03,2021-07-12
KRNLW,NASDAQ,Stock,USD,2021-03-26,2021-07-12
KRNNF,OTCGREY,Stock,USD,2017-10-20,2021-07-12
KRNT,NASDAQ,Stock,USD,2015-04-02,2021-07-12
KRNTY,PINK,Stock,USD,2018-11-16,2021-07-12
KRNUF,OTCGREY,Stock,USD,,
KRNY,NASDAQ,Stock,USD,2005-02-24,2021-07-12
KRO,NYSE,Stock,USD,2003-12-09,2021-07-12
KROEF,PINK,Stock,USD,2021-02-09,2021-07-12
KROL,,Stock,USD,,
KRON,NASDAQ,Stock,USD,2020-10-09,2021-07-12
KRON,,Stock,USD,,
KROO,NYSE ARCA,ETF,USD,2010-03-23,2018-03-16
KROP,NASDAQ,ETF,USD,,
KROS,NASDAQ,Stock,USD,2020-04-08,2021-07-12
KROTF,PINK,Stock,USD,2017-10-27,2020-10-15
KRP,NYSE,Stock,USD,2017-02-03,2021-07-12
KRRGF,OTCQX,Stock,USD,2020-07-31,2021-07-12
KRRGF,OTCQX,Stock,USD,2012-02-15,2020-07-30
KRRTF,PINK,Stock,USD,2017-03-31,2021-07-12
KRRYF,OTCGREY,Stock,USD,2015-06-01,2021-07-12
KRS,NYSE ARCA,ETF,USD,2010-04-22,2017-09-14
KRSC,NASDAQ,Stock,USD,,
KRSL,NASDAQ,Stock,USD,1982-09-02,2017-07-14
KRSOF,PINK,Stock,USD,2020-12-23,2021-07-12
KRT,NYSE,Stock,USD,,
KRT,NASDAQ,Stock,USD,2021-04-15,2021-07-12
KRTX,NASDAQ,Stock,USD,2019-06-28,2021-07-12
KRU,NYSE ARCA,ETF,USD,2010-04-22,2017-09-14
KRUS,NASDAQ,Stock,USD,2019-08-01,2021-07-12
KRXAX,NMFQS,Mutual Fund,USD,2001-04-26,2021-07-12
KRXBF,OTCMKTS,Stock,USD,2014-01-16,2018-01-04
KRXCX,NMFQS,Mutual Fund,USD,2007-02-16,2021-07-12
KRYAF,PINK,Stock,USD,2001-08-16,2021-07-12
KRYAY,PINK,Stock,USD,2007-07-31,2021-07-12
KRYMF,OTCMKTS,Stock,USD,2015-05-04,2018-09-13
KRYPF,PINK,Stock,USD,2017-10-16,2021-07-12
KRYPY,PINK,Stock,USD,2017-11-27,2021-07-12
KRYS,NASDAQ,Stock,USD,2017-09-20,2021-07-12
KS,NYSE,Stock,USD,2005-09-14,2018-12-14
KSA,NYSE ARCA,ETF,USD,2015-09-17,2021-07-12
KSANF,PINK,Stock,USD,2007-08-20,2021-07-12
KSBI,PINK,Stock,USD,2001-01-02,2021-07-12
KSBK,,Stock,USD,,
KSBO,OTCGREY,Stock,USD,,
KSCD,NYSE ARCA,ETF,USD,2019-06-12,2021-07-12
KSCIX,NMFQS,Mutual Fund,USD,2007-12-31,2019-06-10
KSCLF,OTCGREY,Stock,USD,,
KSCNF,PINK,Stock,USD,,
KSCOX,NMFQS,Mutual Fund,USD,2000-03-20,2021-07-12
KSCVX,NMFQS,Mutual Fund,USD,1993-09-30,2019-06-10
KSCYX,NMFQS,Mutual Fund,USD,2005-01-27,2021-07-12
KSDIX,NMFQS,Mutual Fund,USD,2009-12-02,2021-07-12
KSDVX,NMFQS,Mutual Fund,USD,2009-12-02,2021-07-12
KSE,,Stock,USD,,
KSEAAX,NMFQS,Mutual Fund,USD,,
KSEABX,NMFQS,Mutual Fund,USD,,
KSEACX,NMFQS,Mutual Fund,USD,,
KSEAEX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAFX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAGX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAHX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAIX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAJX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-12
KSEAKX,NMFQS,Mutual Fund,USD,,
KSF,,Stock,USD,,
KSF1,,Stock,USD,,
KSFTF,PINK,Stock,USD,2017-09-26,2021-07-12
KSGIX,NMFQS,Mutual Fund,USD,,
KSGT,OTCMKTS,Stock,USD,2017-11-15,2018-09-12
KSHB,OTCQX,Stock,USD,2016-01-05,2021-07-12
KSHDF,OTCGREY,Stock,USD,2016-09-20,2020-02-19
KSHIF,OTCGREY,Stock,USD,,
KSHOF,OTCGREY,Stock,USD,2020-08-24,2021-07-12
KSHTF,OTCGREY,Stock,USD,,
KSHTY,PINK,Stock,USD,,
KSI,NASDAQ,Stock,USD,2021-05-18,2021-07-12
KSICU,NASDAQ,Stock,USD,2021-03-17,2021-07-12
KSICW,NASDAQ,Stock,USD,2021-05-17,2021-07-12
KSIH,PINK,Stock,USD,2010-11-18,2021-07-12
KSITX,NMFQS,Mutual Fund,USD,2017-11-08,2021-07-12
KSIX,PINK,Stock,USD,2009-05-19,2018-01-12
KSKGF,PINK,Stock,USD,2001-11-12,2021-07-12
KSKGY,PINK,Stock,USD,2009-03-09,2020-08-07
KSL,,Stock,USD,,
KSLBF,OTCGREY,Stock,USD,2019-03-25,2019-03-27
KSLLF,PINK,Stock,USD,2020-06-22,2021-07-12
KSM,NYSE,ETF,USD,1989-06-30,2021-07-12
KSMIX,NMFQS,Mutual Fund,USD,2007-08-16,2021-07-12
KSMRD,OTCMKTS,Stock,USD,2017-10-12,2017-10-16
KSMRF,PINK,Stock,USD,2017-10-24,2021-07-12
KSMT,NASDAQ,Stock,USD,2020-10-05,2021-07-12
KSMTU,NASDAQ,Stock,USD,2020-08-06,2021-07-12
KSMTW,NASDAQ,Stock,USD,2020-10-02,2021-07-12
KSMUX,NMFQS,Mutual Fund,USD,1990-11-15,2021-07-12
KSMVX,NMFQS,Mutual Fund,USD,2007-08-16,2021-07-12
KSNIF,OTCGREY,Stock,USD,2007-01-03,2021-07-12
KSOAX,NMFQS,Mutual Fund,USD,2001-12-27,2021-07-12
KSOCX,NMFQS,Mutual Fund,USD,2007-02-16,2021-07-12
KSOJF,PINK,Stock,USD,,
KSP,NYSE,Stock,USD,2004-01-09,2011-11-30
KSPHF,PINK,Stock,USD,2002-11-21,2021-07-12
KSPN,NASDAQ,Stock,USD,1993-02-17,2021-07-12
KSQR,OTCCE,Stock,USD,2017-10-09,2021-07-12
KSRAX,NMFQS,Mutual Fund,USD,1999-09-15,2018-08-22
KSRBF,OTCGREY,Stock,USD,2021-02-26,2021-07-12
KSRBX,NMFQS,Mutual Fund,USD,1999-09-15,2017-08-08
