sent,headline,headline_clean
neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",ALEXANDRIA Va december Reijo Salovaara Nastola Finland develop veneer cutter
neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",ALEXANDRIA Va december United States Patent no issue december assign Nokia Corp Espoo Finland
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",ALEXANDRIA Va december United States Patent no issue december assign Outotec Oyj Espoo Finland
neutral,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",ALEXANDRIA Va january United States Patent no issue january assign Kemira Chemicals Inc Marietta Ga
neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",ALEXANDRIA Va March Jaakko Vilo Turku Finland develop panel press
neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",ALEXANDRIA Va May Matti Harkonen Pentti Sipponen Espoo Finland Osmo Suovaniemi Helsinki Finland Tapani Tiusanen Vantaa Finland develop paper web press device
neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",ALEXANDRIA Va october HansOtto Scheck Espoo Finland develop method identify remote radio unit communication system
neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",ALEXANDRIA Va october United States Patent no issue Sept assign Vacon Oyj Vaasa Finland
neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",Alma Media Corporation Press Release March TYRVAAN SANOMAT PAIKALLISSANOMAT buy SUOMEN PAIKALLISSANOMAT two local paper Tyrvaan Sanomat Paikallissanomat appear Sastamala neighbouring municipality buy Suomen Paikallissanomat Oy
neutral,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",Alma Media Corporation PRESS RELEASE March TYRV__N SANOMAT purchase confirm business operation Tyrvn Sanomat Oy transfer Suomen Paikallissanomat Oy
neutral,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",also Finnish Industry Investment governmentowned investment company participate project
neutral,"Also in Latvia , we act as a partner for bakery customers in both production and product development .",also Latvia act partner bakery customer production product development
neutral,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland .",also Ruukki Construction Rautaruukki construction division initiate employeremployee negotiation site Alajrvi Vimpeli Perseinjoki Finland
negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",also city insurance company p C Insurance say not pay compensation
neutral,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",altogether CapMan employ approximately people Helsinki Stockholm Copenhagen Oslo Moscow Luxembourg
neutral,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",Altona state private company Altona chairman Kevin Maloney Tulla Resources would take entitlement full
neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",acquisition TeliaSonera would France Telecom big since purchase Orange plc billion billion would create world fourthlarg telecom company behind ATT Inc Verizon Communications Inc NTT Corp Japan
neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,earnout payment mln euro mln also pay depend Intellibis financial performance
neutral,An EU law on the issue may be introduced around 2010 .,EU law issue may introduce around
positive,"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",early month company sign deal indiabased information technology service giant Wipro Technologies transfer sell radio access relate RD activity Berlin
neutral,Another firm Air Liquide was exempted because it left the market in 1998 .,another firm Air Liquide exempt leave market
neutral,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",apartment YIT Home may purchase region Russia YIT subsidiary carry activity Moscow Moscow region St Petersburg Ekaterinburg Kazan RostovonDon
neutral,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",approximately SEK million repayment demand overcharge Stockholm area remain SEK million take western coast inspectorate say
neutral,Arena Partners Oy is a development company for electronic business .,Arena Partners Oy development company electronic business
neutral,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",condition deal Savcor Alfa buy Photonium Akseli Lahtinen Inc business operation prior deal
negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",result company decide implement fixedterm temporary layoff
negative,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",result company temporarily layoff whole personnel approximately person Kirkkonummi Nivala factory
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",result negotiation amount employment contract terminate
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts .",result negotiation company terminate total employment contract
neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",July market cap segment update accord average price May
neutral,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",part agreement Aspocomp also give Meadville pct slice subsidiary operating Oulu Finland
neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",part reorganisation Pohjola Insurance field staff private customer join payroll local cooperative bank beginning October
neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",part reorganization KaukoTelko Ltd divide Telko Ltd Leipurin Ltd Hamina Terminal Services Ltd Kaukomarkkinat Ltd
neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,Aspo Group structure business operation continually develop without predefined schedule
neutral,Aspo serves demanding business-to-business customers .,Aspo serve demand businesstobusiness customer
neutral,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",Aspocomp say spin chinese indian unit equipment Salo plant Finland newlyformed unit sell Hong Konglisted Meadville
neutral,"At some point , it will spread also to Iran and Iraq .",point spread also Iran Iraq
neutral,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",end last week Protalix BioTherapeutics Inc AMEX PLX publish prospectus first offering AMEX share capital
neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",end March company loan amount EUR mn
neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .",moment approximately Vianor sale office Russia
neutral,Automation makes it possible to conduct several tests simultaneously .,automation make possible conduct several test simultaneously
neutral,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",Barclays Plc LSE BARC NYSE BCS Credit Agricole SA EPA ACA CAGR
neutral,"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",base design previous handset Nokia E Nokia E Symbianbased model promise offer direct access per cent world corporate email Mail Exchange IBM Lotus Notes Traveler
neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Basware Business Transactions Service enable customer receive send invoice electronic format
neutral,Basware finances the acquisition with a bank loan .,Basware finance acquisition bank loan
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",BasWare Invoice Processing BasWare Contract Matching BasWare order Matching BasWare KPI Reporting Tool part BasWare Enterprise Purchase pay product suite
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",BasWare Invoice Processing BasWare Contract Matching BasWare order Matching BasWare KPI Reporting Tool part BasWare Enterprise Purchase pay solution suite
neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .,Basware offer full support SAP version start SAP
neutral,"Beef imports fell slightly from 2006 , to 14mn kilos .",beef import fall slightly mn kilos
neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,Benefon turn Salo unit BB business unit establish BC business unit UK
neutral,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",Berling Capital Umo Capital Veikko Laine big shareholder Amanda Capital
neutral,Bluewin Security is available as a monthly subscription .,Bluewin Security available monthly subscription
neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",Blyk launch first UK market mid market follow
neutral,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",body ES Vostok also stake power sale company MosenergosbytBody RTS MSSB Altaienergosbyt Saratovenergo RTS SARE Body Tambov Power Sales Company RTS TASB ofBodywhich receive distribution balance
neutral,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,source say Nokia would unveil new phone codename ` ` Tube october analyst media event London
neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",byline Tim Moran Cellular phone giant Nokia Corp offer billion digital map supplier NAVTEQ Corp Chicago
neutral,Capital base and capital adequacy measurement is based on approaches under Basel II .,capital base capital adequacy measurement base approach Basel II
neutral,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",CapMan office Helsinki Stockholm Copenhagen Oslo manage nordic buyout mezzanine technology life science real estate fund approximately EUR bn total capital
neutral,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",CapMan first real estate fund total investment capacity EURO million close June invest commercial property Helsinki metropolitan area
neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",Cardona slow vehicle turn around return intersection call
neutral,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",Cargotec brand Hiab Kalmar MacGREGOR global market leader field solution use land sea wherever cargo move
neutral,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",Cencorp would focus development manufacture marketing standard product production automation
neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,change asbuilt model design communicate subcontractor accommodate steel GRC fabrication process
neutral,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,choose Giant Countdown red head rainbow trout Giant Shad Rap perch color
neutral,Closing of such transaction took place today .,close transaction take place today
neutral,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",Cohen Steers Inc share represent share capital voting right
neutral,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",Cohen Steers Inc share represent share capital voting right
neutral,com and possibly also through photo-msn .,com possibly also photomsn
neutral,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",company evaluate report include Aladdin CA FSecure Kaspersky Marshal McAfee Microsoft Panda Proofpoint Sophos Symantec Trend Micro Tumbleweed Websense
neutral,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,COMPTEL CORPORATION Sami Ervio President CEO Distribution NASDAQ OMX Helsinki Major medium Comptel dynamic OSS solution enable telecom service provider deliver service flexibly charge effectively
neutral,Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Connectivity service include outsource Scan capture transfer paper invoice electronic format Basware Business Transactions Service enable customer receive send invoice electronic format
positive,Consumption is forecast to grow by about 2 % .,consumption forecast grow
neutral,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",country Finland Sector ConstructionReal Estate Target Pohjolan DesignTalo Oy Buyer CapMan Oyj Vendor Ruukki Group Oyj Deal size usd Type Divestment Status agree
neutral,"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",country Switzerland Sector Pharmaceuticals Target Synosia Therapeutics Holding AG Buyer Biotie Therapies Corp Deal size usd Type corporate acquisition Financing Allstock Status close
neutral,Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,country Germany Sector ConstructionReal Estate MachineryEngineering Target Caverion GmbH Buyer YIT Oyj Deal size usd Type corporate acquisition status agree
neutral,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",Cramo service company specialise construction machinery equipment rental rentalrelated service well rental sale modular space
neutral,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",Cramo Plc service company specialise construction machinery equipment rental rentalrelated service well rental sale modular space
positive,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,credit November finnish glass technology company Glaston Oyj Abp HEL GLAV say today conclude EURm revolve credit facility agreement core bank
neutral,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",CS Cabot export production mainly Goodyear Bridgestone Michelin plant Poland well Germany Michelin Italy Pirelli company logistic center Paris Stefan say
neutral,"Currently , the plant operates on full capacity .",currently plant operate full capacity
neutral,Danske Bank is Denmark 's largest bank with 3.5 million customers .,Danske Bank Denmark large bank million customer
neutral,Decisions are to be made as quickly as possible .,decision make quickly possible
neutral,Deliveries by Outotec will take place over 30 months .,delivery Outotec take place month
neutral,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",delivery Nokia Nokia Nokia expect start second quarter
neutral,Delivery is due in the second half of 2011 .,delivery due second half
neutral,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",Den Boschbased TomTom Europe large maker automotive navigation device Cayman Islandsbased Garmin large yous overall
neutral,"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",depend market situation project sell year completion
positive,"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",dub Nokia Money Solutions company official say initiative would seek bridge gap banked unbanked develop country
negative,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",due market condition company also temporarily lay people different site
neutral,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",due Pirkka beer Olvi brewery Iisalmi move day hour work shift
neutral,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",rally authorize city administration consulate official come worker speak take letter
neutral,Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,Efore decide establish company eletric vehicle EV business China
neutral,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",Elcoteq Dongguan establish Nancheng District Dongguan China one Elcoteq four volume manufacture plant AsiaPacific region
neutral,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",Elcoteq SE Stock Exchange Announcement February EET Elcoteq publish financial statement bulletin Wednesday February EET
neutral,Electricity consumption grows with higher frequencies .,electricity consumption grow high frequency
neutral,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,Elisa commission Finland Poyry Telecom Oy conduct study reception Estonia large city besides Tallinn
neutral,"Elsewhere , the tendency is towards more developed packaging than before .",elsewhere tendency towards developed packaging
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",equipment manufacture Vaahto workshop Hollola Finland schedule shipment first quarter
neutral,Eriikka S+¦derstr+¦m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,Eriikka Sderstrm previously hold several position finance control Nokia Networks include act Business Group Controller corporate controller position Nokia Siemens Networks
neutral,"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",Estonia Agriculture Minister HelirValdor Seeder Finland twoday visit course meet finnish counterpart SirkkaLiisa Anttila
positive,Etteplan targets to employ at least 20 people in Borl+Ænge .,Etteplan target employ least people Borlnge
neutral,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,EUR million transaction consideration pay form fouryear interestbearing vendor note
neutral,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",feature user interface gram model also come inch quarter vga display megabyte internal memory expandable Micro Secure Digital slot
neutral,Feed companies Suomen Rehu and Raisio do no import GMO feed .,feed company Suomen Rehu Raisio no import gmo feed
neutral,"Financial , strategic and operational factors are considered .",financial strategic operational factor consider
neutral,Financial details were not disclosed .,financial detail not disclose
neutral,Financial details were n't disclosed .,financial detail not disclose
neutral,Financial terms were not disclosed .,financial term not disclose
neutral,Financial terms were n't disclosed .,financial term not disclose
neutral,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",Finland Technopolis plan bring first section technopark stream St Petersburg end Kari Mikkonen vice president Technopolis tell reporter Helsinki
neutral,"Finland-based companies , L+Ænnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",finlandbased company Lnnen Tehtaat Raisio decide dissolve joint venture company ZAO Scandic Feed establish start local animal feed business feed production northwest Russia
neutral,"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",finnish cargo handling solution company Cargotec Oyj say June acquire New Zealand tailgate distributor Zepro Tailgate limit undisclosed sum
neutral,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",finnish construction machinery equipment rental group Cramo Oyj say March swedish sector subsidiary Cramo AB sell dutch subsidiary Cramo Nederland BV CNL dutch rental scaffold company Jaston Groep BV undisclosed sum
neutral,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",finnish drug distributor wholesaler OriolaKD Oyj say October name Anne Kariniemi vice president Logistics Sourcing department January
neutral,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",finnish electronic contract maker Incap Oyj say January sell manufacturing facility Helsinki local real estate company Sponda Oyj mln euro mln
neutral,Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,finnish fibrebased material maker Ahlstrom Corp HEL AHLV say today decide close spunlace composite production line number Chirnside plant UK end March
neutral,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,finnish investment company Neomarkka main owner Kuitu Finland successor
neutral,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",finnish investment group Neomarkka Oyj HEL NEMBV say today buy former production facility Kuitu Finland Ltd part negotiation option invest specialty cellulose fiber business
neutral,"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",finnish investor Scanfil Oyj HEL SCFV say last Friday buy million share norwegian contract electronic manufacturer Kitron ASA OSL KIT NOK million USD meur
neutral,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,finnish plastic pipe maker Uponor sell irish UK infrastructure business private equity company
neutral,"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",finnish property investor Sponda say agree mln eur fiveyear mln credit facility Swedbank mln eur sevenyear facility OKO Bank
neutral,"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",finnish publisher Alma Media HEL ALNV say Wednesday decide extend EUR usd apiece mandatory tender offer medium group Talentum HEL TTMV start August November
neutral,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",finnish real estate company Sponda Oyj say April would build Vuosaari Harbour Service Center Port Helsinki
neutral,Finnlines said that the deal is part of its strategy to focus on its core businesses .,Finnlines say deal part strategy focus core business
neutral,"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",First Industrial seek LEED designation Uponor new building squarefoot speculative distribution center First Park Lakeville
neutral,"Following the move , Stora Enso holding in NewPage will remain unchanged .",follow move Stora Enso hold NewPage remain unchanged
neutral,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",follow registration share capital Biotie EUR
neutral,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",foodservice consumer good market serve approximately people manufacturing unit several sale office country
neutral,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,new share subscribe stock option shareholder right commence date enter Trade Register
neutral,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",Fortum expect annual capital expenditure next four five year within range EUR billion early announce
neutral,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,Fortum intend spend much EURO bn become sole owner TGK
neutral,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",Fortum hold pct share capital pct voting right company plan delist Warsaw Stock Exchange
neutral,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",found Quatrocon clientele consist public sector builder central trading company major construction firm
neutral,"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",business line May Sriperumbudur May Nokia two key supplier Aspocomp Wintek likely start operation within three month Nokia Telecom Park Sriperumbudur km west Chennai
neutral,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",fsecure internet Security security service surf web online banking shop email online activity
neutral,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",FSecure report first half see grow number target malware attack individual company organization
positive,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",furthermore Novator Finland Oy enter security lending agreement whereby Novator Finland Oy hold directly amount share underlie omx market forwards May May
neutral,Gearing was 43 % compared to 67 % in 2004 .,gear compare
neutral,"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",GENEVA february Tero Aaltonen Finland develop radio resource control method
neutral,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",Germany innovational center unite focus company aim use technology development new kind activity support beginner company entire spectrum service
positive,"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",Glaston headquarter Tampere Finland grow international glass technology company
neutral,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",Glaston glass processing unit Tamglass Glass Processing manufacturer high quality safety glass product operate Finland
neutral,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",Glaston glass processing unit Tamglass Glass Processing manufacturer high quality safety glass product operate Finland
neutral,"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",Global Markets Direct Pohjola Bank plc Financial Analysis Review indepth business financial analysis Pohjola Bank plc
negative,GSK announced in November 2008 that it would close its operations in Dartford .,GSK announce November would close operation Dartford
neutral,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,Chartered Accountant British Columbia Alberta well Certified Public Accountant Washington State
neutral,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,join Rautakirja lead one four business area take position President CEO
neutral,"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .",headline release date March read Acacia Subsidiary enter Settlement Agreement Rule Based Monitoring Technology FSecure sted Acacia Technologies Licenses Rule Based Monitoring Technology FSecure
positive,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",HELSINKI Finland Sept globe newswire Ixonos Plc expand company smartphone RD service establish new nextgeneration smartphone design unit connection Ixonos site Jyvaeskylae
